-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
1;2;6;-0.17;0.33;0;1;1;11;0.91;0;2.09;0;0;0;0;0;0;0;0;0;2;0;2;1;0;0;0;0;3
3;0;6;0.5;1;0;1;0;10;1;0.1;1.9;0;0;0;0;0;0;0;0;25;68;0;10;0;0;2;0;0;3
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
4;5;15;-0.07;1.33;0;0;1;9;0.89;-0.11;2.33;0;6;9;5;1;21;0;1.95;0;5;1;11;1;0;0;0;0;3
4;2;16;0.12;1.33;0;0;0;11;1;0;1.82;0;4;5;3;1;13;0;1.92;1;4;0;2;1;0;0;0;0;3
5;1;13;0.31;1.67;0;1;2;11;0.82;-0.09;1.82;0;0;0;0;0;0;0;0;1;5;0;2;0;0;3;0;0;3
13;10;35;0.09;4.33;0;2;2;12;0.83;0;1.92;0;0;0;0;0;0;0;0;1;8;0;7;0;0;1;0;0;3
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
41;20;99;0.21;0;0;5;8;74;0.89;-0.04;1.89;0;19;17;17;4;57;0;1.89;38;97;0;46;1;0;0;0;0;0
30;20;91;0.11;0;0;5;6;64;0.91;-0.02;1.97;0;16;23;22;4;65;0;1.78;28;97;1;42;4;0;6;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;28;16;3;0;47;0;2.53;3;14;0;14;2;0;0;0;0;4
11;6;23;0.22;3.67;0;1;2;6;0.67;-0.17;2.5;0;7;3;2;0;12;0;2.42;0;2;0;7;2;0;0;0;0;3
1;2;4;-0.25;0.5;0;0;0;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.5;2
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
4;0;14;0.29;1;0;0;1;15;0.93;-0.07;2.2;0;0;0;0;0;0;0;0;0;3;0;5;1;0;1;0;0;4
1;1;7;0;0.25;0;2;0;14;1;0.14;1.64;0;0;0;0;0;0;0;0;2;10;0;7;1;1;2;0;0.25;4
2;2;10;0;0.5;0;0;2;18;0.89;-0.11;2.17;0;0;0;0;0;0;0;0;31;96;0;20;2;0;1;0;0;4
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
4;4;10;0;1.33;0;0;3;9;0.67;-0.33;1.89;0;2;0;2;0;4;0;2;0;0;0;8;1;1;0;0;0.33;3
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
0;3;4;-0.75;0;0;0;0;1;1;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
20;13;49;0.14;5;0;1;1;8;0.88;0;2.25;0;0;0;0;0;0;0;0;2;4;0;11;1;2;2;0;0.5;4
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;16;0;2;0;0;0;0;0;2
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
3;5;22;-0.09;0.75;0;2;1;16;0.94;0.06;2.06;0;5;4;7;1;17;0;1.76;0;3;0;13;1;2;0;0;0.5;4
46;36;143;0.07;0;0;6;10;88;0.89;-0.05;2.09;0;42;23;14;1;80;0;2.33;44;149;0;87;11;7;6;0;0;0
42;23;138;0.14;0;0;4;10;93;0.89;-0.06;2.32;0;30;22;20;2;74;0;2.08;38;136;0;60;4;0;0;0;0;0
1;0;1;1;0.2;0;0;0;0;0;0;0;0;7;16;8;2;33;0;1.85;1;8;0;16;1;0;0;0;0;5
10;3;33;0.21;2;0;0;6;12;0.5;-0.5;2.5;0;14;15;8;0;37;0;2.16;1;5;0;14;2;0;0;0;0;5
2;2;11;0;0.67;0;0;1;2;0.5;-0.5;3;0;0;0;0;0;0;0;0;0;1;0;2;2;0;0;0;0;3
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
3;1;9;0.22;0.6;0;1;2;13;0.85;-0.08;1.77;0;0;0;0;0;0;0;0;3;10;0;3;0;1;1;0;0.2;5
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
5;0;11;0.45;1;0;1;2;19;0.89;-0.05;2.05;0;0;0;0;0;0;0;0;37;108;0;9;1;0;0;0;0;5
0;0;0;0;0;0;0;0;3;1;0;2.33;0;1;1;0;0;2;0;2.5;0;0;0;2;0;0;0;0;0;3
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
9;6;22;0.14;2.25;0;0;1;10;0.9;-0.1;1.9;0;2;6;5;1;14;0;1.64;0;1;0;12;2;0;0;0;0;4
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
2;2;13;0;0.4;0;0;4;13;0.69;-0.31;2.54;0;0;3;0;0;3;0;2;1;8;0;7;1;1;2;0;0.2;5
22;11;55;0.2;4.4;0;1;2;13;0.85;-0.08;1.54;0;0;0;1;0;1;0;1;1;4;0;15;2;2;3;0;0.4;5
0;0;2;0;0;0;0;1;1;0;-1;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
0;0;3;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;8;21;0;3;0;0;0;0;0;3
0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;5;0;1.6;0;0;0;0;0;0;0;0;0;1
4;1;9;0.33;1.33;0;1;0;5;1;0.2;1.6;0;0;0;2;0;2;0;1;0;5;0;2;2;0;0;0;0;3
49;20;146;0.2;0;0;6;8;107;0.93;-0.02;1.96;0;23;17;29;2;71;0;1.86;45;145;0;88;9;0;0;0;0;0
58;26;169;0.19;0;0;4;19;92;0.79;-0.16;2.05;0;25;43;25;4;97;0;1.92;52;171;0;86;13;4;6;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;8;11;5;1;25;0;2.04;1;15;0;10;4;0;0;0;0;4
9;3;24;0.25;2.25;0;0;2;7;0.71;-0.29;2.57;0;13;6;4;2;25;0;2.2;1;4;0;11;1;0;0;0;0;4
0;3;7;-0.43;0;0;0;0;3;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
1;3;9;-0.22;0.25;0;0;1;8;0.88;-0.12;2.38;0;0;0;0;0;0;0;0;1;5;0;6;1;1;0;0;0.25;4
6;6;26;0;1.5;0;0;0;10;1;0;1.7;0;0;0;1;0;1;0;1;0;6;0;7;2;1;1;0;0.25;4
0;1;2;-0.5;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0;5;24;0;2;1;0;0;0;0;2
2;1;3;0.33;1;0;0;1;1;0;-1;3;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;2
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
8;6;32;0.06;2;0;1;3;14;0.79;-0.14;2.14;0;6;11;3;2;22;0;1.95;0;3;0;8;1;0;0;0;0;4
0;0;2;0;0;0;0;0;3;1;0;3;0;1;1;1;2;5;0;1.2;0;0;0;0;0;0;0;0;0;3
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
1;3;13;-0.15;0.25;0;0;1;12;0.92;-0.08;2.25;0;0;0;0;0;0;0;0;0;2;0;3;2;1;1;0;0.25;4
2;2;5;0;0.5;0;0;1;10;0.9;-0.1;2;0;0;0;0;0;0;0;0;18;60;0;8;1;0;0;0;0;4
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
49;19;115;0.26;0;0;8;16;96;0.83;-0.08;2.14;0;20;25;14;1;60;0;2.07;44;113;0;66;8;0;0;0;0;0
29;28;123;0.01;0;0;1;9;69;0.87;-0.12;2.19;0;28;29;15;7;79;0;1.99;26;119;0;55;13;3;2;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;5;7;4;0;16;0;2.06;2;5;0;5;1;0;0;0;0;2
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
2;6;26;-0.15;0.5;0;0;1;12;0.92;-0.08;2.5;0;2;7;4;0;13;0;1.85;0;2;0;9;0;0;0;0;0;4
8;0;13;0.62;2;0;1;3;16;0.81;-0.12;2.31;0;0;0;0;0;0;0;0;0;6;0;7;1;1;1;0;0.25;4
7;6;32;0.03;1.75;0;2;1;19;0.95;0.05;1.58;0;0;0;1;0;1;0;1;0;3;0;20;0;1;0;0;0.25;4
0;1;2;-0.5;0;0;0;1;2;0.5;-0.5;2.5;0;1;1;1;0;3;0;2;11;39;0;4;2;0;0;0;0;3
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
7;1;12;0.5;2.33;0;0;1;7;0.86;-0.14;2.43;0;0;0;0;0;0;0;0;1;7;0;8;1;1;2;0;0.33;3
12;5;35;0.2;3;0;2;4;13;0.69;-0.15;1.92;0;8;10;4;1;23;0;2.09;1;4;0;7;0;0;2;0;0;4
1;2;5;-0.2;0.5;0;1;0;5;1;0.2;1.8;0;2;0;1;1;4;0;1.75;0;1;0;8;0;0;1;0;0;2
4;1;10;0.3;1.33;0;0;0;6;1;0;2.5;0;0;0;0;0;0;0;0;1;6;0;6;0;0;1;0;0;3
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
3;2;9;0.11;0.75;0;3;1;13;0.92;0.15;1.38;0;0;0;0;0;0;0;0;21;79;0;7;1;0;1;0;0;4
0;0;1;0;0;0;0;0;2;1;0;3;0;6;5;5;0;16;0;2.06;0;5;0;10;5;0;0;0;0;3
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
40;32;153;0.05;10;0;2;11;88;0.88;-0.1;2.12;0;28;27;20;6;81;0;1.95;34;141;0;80;8;0;0;0;0;4
44;24;145;0.14;11;0;9;12;95;0.87;-0.03;2.02;0;24;30;20;2;76;0;2;37;157;0;91;11;3;8;0;0.75;4
;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;1;6;0;1.33;0;3;0;3;0;0;0;0;0;1
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
12;4;27;0.3;2.4;0;0;4;10;0.6;-0.4;2.6;0;5;14;10;2;31;0;1.71;0;2;0;11;1;1;1;0;0.2;5
3;2;9;0.11;0.75;0;1;1;13;0.92;0;1.85;0;0;0;0;0;0;0;0;2;5;0;7;1;0;1;0;0;4
8;1;30;0.23;1.6;0;0;3;14;0.79;-0.21;2.14;0;0;0;0;0;0;0;0;2;7;0;13;1;2;3;0;0.4;5
1;0;3;0.33;0.2;0;0;0;8;1;0;2.12;0;0;0;1;0;1;0;1;12;39;0;10;0;0;0;0;0;5
0;0;0;0;0;0;0;0;1;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
4;5;17;-0.06;0.8;0;0;1;3;0.67;-0.33;3;0;0;0;0;0;0;0;0;0;4;0;4;0;3;2;0;0.6;5
7;8;38;-0.03;1.4;0;2;4;19;0.79;-0.11;1.95;0;13;10;5;1;29;0;2.21;0;8;0;11;3;1;1;0;0.2;5
2;1;9;0.11;0.67;0;0;1;2;0.5;-0.5;2;0;2;1;0;0;3;0;2.67;1;1;0;2;1;1;0;0;0.33;3
11;3;24;0.33;2.2;0;0;1;15;0.93;-0.07;2.33;0;0;1;0;0;1;0;2;1;9;0;6;0;0;4;0;0;5
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
1;1;6;0;0.2;0;0;2;15;0.87;-0.13;2.47;0;0;0;0;0;0;0;0;26;86;0;15;0;0;0;0;0;5
0;0;2;0;0;0;0;0;0;0;0;0;0;6;9;8;1;24;0;1.83;3;11;0;18;0;0;0;0;0;5
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
49;25;165;0.15;9.8;0;3;17;100;0.83;-0.14;2.22;0;27;36;27;5;95;0;1.89;47;175;0;100;7;8;12;0;1.6;5
49;42;180;0.04;9.8;0;7;5;102;0.95;0.02;1.91;0;31;29;20;3;83;0;2.06;41;166;0;88;11;0;0;0;0;5
0;0;0;0;0;0;0;0;0;0;0;0;0;9;17;7;4;37;0;1.84;0;7;0;14;1;0;0;0;0;3
11;2;27;0.33;2.75;0;1;3;13;0.77;-0.15;1.77;0;4;3;1;0;8;0;2.38;0;7;0;14;0;0;1;0;0;4
0;1;5;-0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;1;0;0;0;0;0;3
1;2;9;-0.11;0.33;0;1;1;6;0.83;0;1.83;0;2;0;4;1;7;0;1.43;0;5;0;1;1;0;0;0;0;3
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
3;3;24;0;0.75;0;0;2;12;0.83;-0.17;2.08;0;0;0;0;0;0;0;0;1;6;1;7;1;0;1;0;0;4
0;0;0;0;0;0;0;0;4;1;0;1.75;0;0;0;0;0;0;0;0;13;50;0;4;1;0;0;0;0;3
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
10;5;18;0.28;2.5;0;0;2;8;0.75;-0.25;2;0;0;0;0;0;0;0;0;1;4;0;6;1;1;1;0;0.25;4
9;8;35;0.03;2.25;0;2;1;14;0.93;0.07;1.79;0;8;7;6;0;21;0;2.1;0;11;0;15;1;1;1;1;0.25;4
0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
4;2;15;0.13;1;0;3;2;19;0.89;0.05;1.63;0;0;0;0;0;0;0;0;0;1;0;2;1;2;2;0;0.5;4
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
0;0;1;0;0;0;0;0;2;1;0;2;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;2
0;0;1;0;0;0;1;0;5;1;0.2;2.2;0;0;0;0;0;0;0;0;19;58;0;9;1;0;0;0;0;4
0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;4;1;12;0;1.67;0;2;0;1;0;0;0;0;0;2
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
48;28;141;0.14;12;0;7;9;96;0.91;-0.02;1.97;0;17;22;27;3;69;0;1.77;40;128;0;72;5;1;0;0;0.25;4
38;23;136;0.11;9.5;0;8;11;83;0.87;-0.04;1.84;0;25;32;22;6;85;0;1.89;36;156;1;75;9;4;6;1;1;4
0;0;1;0;0;0;0;0;0;0;0;0;0;8;4;4;1;17;0;2.12;0;6;0;14;1;0;0;0;0;3
10;3;16;0.44;3.33;0;0;1;5;0.8;-0.2;2.2;0;7;4;7;1;19;0;1.89;0;2;0;0;0;0;0;0;0;3
6;3;19;0.16;2;0;0;0;6;1;0;2.67;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;3
0;2;5;-0.4;0;0;0;1;3;0.67;-0.33;2.67;0;2;1;3;1;7;0;1.57;0;0;0;3;0;0;0;0;0;1
0;1;1;-1;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;1
2;3;13;-0.08;1;0;0;0;2;1;0;2;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;2
0;0;0;0;0;0;0;0;1;1;0;3;0;0;0;0;0;0;0;0;4;12;0;0;0;0;0;0;0;3
0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0;2.5;0;0;0;1;0;0;0;0;0;1
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
2;6;13;-0.31;1;0;0;1;5;0.8;-0.2;2.2;0;7;2;4;0;13;0;2.23;0;0;0;2;1;1;1;0;0.5;2
3;1;8;0.25;1.5;0;2;0;8;1;0.25;1.5;0;1;5;0;0;6;0;2.17;0;0;0;1;1;0;0;0;0;2
1;3;9;-0.22;0.33;0;0;1;5;0.8;-0.2;2.6;0;0;0;0;0;0;0;0;2;5;0;2;3;1;0;0;0.33;3
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
0;2;4;-0.5;0;0;0;2;5;0.6;-0.4;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2
1;0;4;0.25;0.33;0;0;2;7;0.71;-0.29;2.29;0;0;0;0;0;0;0;0;18;63;0;6;1;0;0;0;0;3
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;1
25;24;93;0.01;8.33;0;2;8;49;0.84;-0.12;2.27;0;26;17;18;4;65;0;2;24;93;0;36;9;2;2;0;0.67;3
36;12;77;0.31;12;0;4;8;73;0.89;-0.05;2.11;0;19;10;10;0;39;0;2.23;34;79;0;42;8;0;0;0;0;3
0;0;1;0;0;0;0;0;0;0;0;0;0;10;11;4;0;25;0;2.24;2;7;0;11;0;0;0;0;0;3
12;5;26;0.27;4;0;0;4;10;0.6;-0.4;2.7;0;10;6;2;1;19;0;2.32;0;2;0;12;3;0;0;0;0;3
2;0;2;1;2;0;0;0;2;1;0;3;0;1;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;1
5;6;25;-0.04;1.67;0;0;0;6;1;0;2;0;0;0;0;0;0;0;0;1;4;0;8;1;0;0;0;0;3
2;2;6;0;0.67;0;1;1;12;0.92;0;2.58;0;0;0;0;0;0;0;0;1;3;0;1;0;0;1;0;0;3
3;1;6;0.33;1.5;0;0;0;4;1;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;1;2
0;0;1;0;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0;10;19;0;2;0;0;0;0;0;2
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
5;4;20;0.05;1.67;0;3;0;16;1;0.19;1.5;0;7;2;2;0;11;0;2.45;0;1;0;13;1;0;2;0;0;3
0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;2;0;0;0;1;0;0;0;0;0;1
10;3;22;0.32;3.33;0;0;2;11;0.82;-0.18;2.36;0;0;0;0;0;0;0;0;0;1;0;7;0;1;1;0;0.33;3
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
3;0;6;0.5;1;0;1;1;13;0.92;0;1.69;0;0;0;0;0;0;0;0;24;71;1;7;1;0;0;0;0;3
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100;-100
42;21;116;0.18;14;0;5;8;75;0.89;-0.04;2.11;0;28;20;8;1;57;0;2.32;38;108;1;63;6;3;4;0;1;3
31;22;110;0.08;10.33;0;3;6;65;0.91;-0.05;2.31;0;31;10;21;4;66;0;2.03;26;102;0;54;14;0;0;0;0;3
